question,topic,crop,agro_zone,document_id,reference_answer,QuestionId
What is the Wetland Use Intensity (WUI) indicator and how is it calculated?,general,general,highland,doc_gen_238,"The WUI indicator measures wetland use intensity by using the Mean Absolute Spectral Dynamics (MASD), a cumulative measure of reflectance change across a time series of optical satellite images.",544
How can I help stop coenurosis in my sheep?,livestock,livestock,highland,doc_liv_136,"Train and inform all community members on the disease's causes, transmission, and control options.",545
How can farmers in the Southern Highlands of Tanzania access improved bean seed varieties?,crop_diseases,general,highland,doc_dis_194,The project provides farmers with improved bean seed varieties for better food security and income.,546
What is the main goal of the CGIAR Research Program on Livestock?,livestock,livestock,highland,doc_liv_137,"It aims to increase productivity and profitability of livestock agri-food systems sustainably, making meat, milk, and eggs more available and affordable.",547
How can I keep my local sorghum seeds safe and continue sharing them with my neighbors?,climate_adaptation,sorghum,semi_arid,doc_cli_169,"Store seeds properly, plant, harvest, clean, and keep them in a dry, pest-free place, and exchange them with neighbors, friends, and relatives to maintain local biodiversity.",548
Does the UNHCR Livelihoods Monitoring Framework collect data from my village to track how well the programs are working?,general,general,sub_humid,doc_gen_239,"Yes, it rolls out household surveys to a sample of beneficiaries in each UNHCR livelihood project, collecting baseline and end-line data to measure outputs and impact.",549
Why are small-scale irrigation facilities on the Fogera plains not given much attention in Nile resource negotiations?,climate_adaptation,general,highland,doc_cli_170,"They receive little attention because negotiations focus primarily on large dams rather than small dams, wells, ponds, or river diversions.",550
How can I use the mobile application to improve my rangeland management?,livestock,livestock,semi_arid,doc_liv_139,"Use the task-based mobile app to record information on rangeland, water, and livestock, then combine your data with remote sensing for better mapping of resource use and accessibility.",551
How much woody biomass can I expect from intercropping Gliricidia and pigeon pea for fuelwood use?,general,peanuts,semi_arid,doc_gen_240,The study gives allometric equations that use the root collar diameter at 20 cm and stem height to estimate above-ground woody biomass of those intercropped plants.,552
Which way of receiving insurance payouts do farmers prefer: via mobile money or into a bank account?,climate_adaptation,general,semi_arid,doc_cli_171,Farmers are most willing to pay for insurance that pays out directly into their personal mobile money account.,553
What is a living lab and how does it work?,climate_adaptation,general,semi_arid,doc_cli_172,"A living lab is an open laboratory-a city or landscape where scientists, policymakers, entrepreneurs, innovators, governance structures, and citizens can plug in to test and scale innovations and new technologies in a real-life setting.",554
How can I find the best water points and pasture spots for moving my herds during the dry season?,livestock,livestock,semi_arid,doc_liv_140,"Use the digital map of the transhumance system in eastern Senegal, which shows key resources like water points, encampments, corridors, and pastures.",555
How many novel components are in the pig market arrangement framework in Uganda?,livestock,livestock,sub_humid,doc_liv_144,The framework has eight novel components.,556
How can climate smart agriculture help my livestock farm?,fertiliser,livestock,semi_arid,doc_fer_008,"It boosts livestock productivity and income, improves resilience to climate extremes, and cuts GHG emissions.",557
What was the purpose of the Pause & Reflect workshop held in Kenya in October 2022?,general,general,semi_arid,doc_gen_049,"It united leaders and co-leaders of the five work packages and country coordinators, plus partner representatives, to share first experiences and ensure effective interaction among countries and work packages.",558
Who were the main partners involved in the CPWF Project in Northern Ghana?,water_management,general,"semi_arid, sub_humid",doc_wat_020,"The project collaborated with the Council for Scientific and Industrial Research - Savanna Agricultural Research Institute, the Water Research Institute, the Institute of Statistical Social and Economic Research, and the International Water Management Institute.",559
Is there any information about how pearl millet can tolerate low phosphorus levels?,fertiliser,general,semi_arid,doc_fer_026,"Yes, this study identified genetic polymorphisms linked to low-phosphorus tolerance, flowering time and grain yield in West African pearl millet.",560
How early should I start breastfeeding my baby after birth to help keep them healthy?,general,general,sub_humid,doc_gen_073,Start breastfeeding within the first hour after birth; early initiation reduces risk of neonatal deaths.,561
How many white flesh cassava varieties were tested in the trial?,crop_diseases,cassava,sub_humid,doc_dis_072,The trial tested 12 white flesh cassava clones.,562
What was the purpose of the dataset shown in the excerpt?,general,general,semi_arid,doc_gen_142,It was used to explore research gaps in existing academic literature on climate security in Somalia.,563
How many cassava clones were tested in the trial?,crop_diseases,cassava,sub_humid,doc_dis_122,The trial assessed 12 clones.,564
Where was the PGIS data collection exercise carried out in Zimbabwe?,water_management,general,semi_arid,doc_wat_035,"It was done in the districts of Insiza, Matobo and Gwanda in Zimbabwe's Matabeleland South province, all within the Limpopo River Basin.",565
What is the purpose of the training report on fresh cassava roots?,post_harvest,cassava,sub_humid,doc_pos_021,It focuses on extending the shelf-life of fresh cassava roots to increase incomes and reduce post-harvest losses.,566
Does adding pruned leaves to the soil in my oil palm plantation help with soil carbon?,climate_adaptation,general,sub_humid,doc_cli_121,"Yes, studies in southeastern Benin show that depositing pruned palm leaves in the soil can increase soil carbon sequestration in smallholder plantations.",567
"What does the pilot project with Federal University Of Technology, Akure aim to do?",general,general,sub_humid,doc_gen_154,It is a market intervention pilot designed to stimulate vegetable consumption in Nigeria.,568
